,total_claims,total_30day_fills,total_days_supply,total_drug_cost,event_total
11385,,,,,
11386,,,,,
11387,,,,,
11388,,,,,
11389,,,,,
11390,,63.3,1900.0,,
11391,48.0,99.6,2966.0,74999.87,
11392,,63.0,1890.0,,
11393,,86.2,2586.0,,
11394,,86.2,2586.0,,
11395,,86.2,2586.0,,
11396,,86.2,2586.0,,
11397,,86.2,2586.0,,
11398,,86.2,2586.0,,
11399,,86.2,2586.0,,
11400,,86.2,2586.0,,
11401,,86.2,2586.0,,
11402,,86.2,2586.0,,
11403,,86.2,2586.0,,
11404,,86.2,2586.0,,
11405,,86.2,2586.0,,
11406,,86.2,2586.0,,
11407,,86.2,2586.0,,
11408,,86.2,2586.0,,
11409,,86.2,2586.0,,
11410,,86.2,2586.0,,
11411,,86.2,2586.0,,
11412,,86.2,2586.0,,
11413,,86.2,2586.0,,
11414,,86.2,2586.0,,
11415,,86.2,2586.0,,
11416,,86.2,2586.0,,
11417,,86.2,2586.0,,
11418,,86.2,2586.0,,
11419,,,,,
11420,,83.1,2494.0,,
11421,,,,,
11422,,,,,
11423,,,,,
11424,,,,,
11425,,,,,
11426,,,,,
11427,,,,,
11428,,,,,
11429,,,,,
11430,,,,,
11431,,,,,
11432,,,,,
11433,,,,,
11434,,,,,
11435,,,,,
11436,,,,,
11437,,,,,
11438,,,,,
11439,,,,,
11440,,,,,
11441,,,,,
11442,,,,,
11443,,,,,
11444,,,,,
11445,,,,,
11446,,,,,
11447,,,,,
11448,,,,,
11449,,,,,
11450,,,,,
11451,,,,,
11452,,,,,
11453,,,,,
11454,,,,,
11455,,,,,
11456,,,,,
11457,,,,,
11458,,,,,
11459,,,,,
11460,,,,,
11461,,,,,
11462,,,,,
11463,,,,,
11464,,,,,
11465,,,,,
11466,,,,,
11467,,,,,
11468,,,,,
11469,,,,,
11470,,,,,
11471,,,,,
11472,,,,,
11473,,,,,
11474,,,,,
11475,,,,,
11476,,,,,
11477,,,,,
11478,,,,,
11479,,,,,
11480,,,,,
11481,,,,,
11482,,,,,
11483,,,,,
11484,,,,,
11485,,,,,
11486,,,,,
11487,,,,,
11488,,,,,
11489,,,,,
11490,,,,,
11491,,,,,
11492,,,,,
11493,,,,,
11494,,,,,
11495,,,,,
11496,,,,,
11497,,,,,
11498,,,,,
11499,,,,,
11500,,,,,
11501,,,,,
11502,,,,,
11503,,,,,
11504,,,,,
11505,,,,144229.53,
11506,,,,218108.01,2607.0
11507,,69.0,2011.0,,
11508,,69.0,2011.0,,
11509,,69.0,2011.0,,
11510,,69.0,2011.0,,
11511,,69.0,2011.0,,
11512,,69.0,2011.0,,
11513,,69.0,2011.0,,
11514,,69.0,2011.0,,
11515,,69.0,2011.0,,
11516,,69.0,2011.0,,
11517,,69.0,2011.0,,
11518,,69.0,2011.0,,
11519,,69.0,2011.0,,
11520,,69.0,2011.0,,
11521,,69.0,2011.0,,
11522,,69.0,2011.0,,
11523,,69.0,2011.0,,
11524,,69.0,2011.0,,
11525,,69.0,2011.0,,
11526,,69.0,2011.0,,
11527,,69.0,2011.0,,
11528,,69.0,2011.0,,
11529,,69.0,2011.0,,
11530,,69.0,2011.0,,
11531,58.0,126.6,3758.0,,
11532,58.0,126.6,3758.0,,
11533,58.0,126.6,3758.0,,
11534,58.0,126.6,3758.0,,
11535,58.0,126.6,3758.0,,
11536,58.0,126.6,3758.0,,
11537,58.0,126.6,3758.0,,
11538,58.0,126.6,3758.0,,
11539,58.0,126.6,3758.0,,
11540,58.0,126.6,3758.0,,
11541,58.0,126.6,3758.0,,
11542,58.0,126.6,3758.0,,
11543,58.0,126.6,3758.0,,
11544,58.0,126.6,3758.0,,
11545,58.0,126.6,3758.0,,
11546,58.0,126.6,3758.0,,
11547,58.0,126.6,3758.0,,
11548,58.0,126.6,3758.0,,
11549,58.0,126.6,3758.0,,
11550,58.0,126.6,3758.0,,
11551,58.0,126.6,3758.0,,
11552,58.0,126.6,3758.0,,
11553,58.0,126.6,3758.0,,
11554,58.0,126.6,3758.0,,
11555,58.0,126.6,3758.0,,
11556,58.0,126.6,3758.0,,
11557,58.0,126.6,3758.0,,
11558,58.0,126.6,3758.0,,
11559,58.0,126.6,3758.0,,
11560,58.0,126.6,3758.0,,
11561,58.0,126.6,3758.0,,
11562,58.0,126.6,3758.0,,
11563,58.0,126.6,3758.0,,
11564,58.0,126.6,3758.0,,
11565,58.0,126.6,3758.0,,
11566,58.0,126.6,3758.0,,
11567,58.0,126.6,3758.0,,
11568,58.0,126.6,3758.0,,
11569,58.0,126.6,3758.0,,
11570,58.0,126.6,3758.0,,
11571,58.0,126.6,3758.0,,
11572,58.0,126.6,3758.0,,
11573,58.0,126.6,3758.0,,
11574,58.0,126.6,3758.0,,
11575,58.0,126.6,3758.0,,
11576,58.0,126.6,3758.0,,
11577,58.0,126.6,3758.0,,
11578,58.0,126.6,3758.0,,
11579,58.0,126.6,3758.0,,
11580,58.0,126.6,3758.0,,
11581,58.0,126.6,3758.0,,
11582,58.0,126.6,3758.0,,
11583,58.0,126.6,3758.0,,
11584,58.0,126.6,3758.0,,
11585,58.0,126.6,3758.0,,
11586,58.0,126.6,3758.0,,
11587,58.0,126.6,3758.0,,
11588,58.0,126.6,3758.0,,
11589,58.0,126.6,3758.0,,
11590,58.0,126.6,3758.0,,
11591,58.0,126.6,3758.0,,
11592,58.0,126.6,3758.0,,
11593,58.0,126.6,3758.0,,
11594,58.0,126.6,3758.0,,
11595,58.0,126.6,3758.0,,
11596,58.0,126.6,3758.0,,
11597,58.0,126.6,3758.0,,
11598,58.0,126.6,3758.0,,
11599,58.0,126.6,3758.0,,
11600,58.0,126.6,3758.0,,
11601,58.0,126.6,3758.0,,
11602,58.0,126.6,3758.0,,
11603,58.0,126.6,3758.0,,
11604,58.0,126.6,3758.0,,
11605,58.0,126.6,3758.0,,
11606,58.0,126.6,3758.0,,
11607,58.0,126.6,3758.0,,
11608,58.0,126.6,3758.0,,
11609,58.0,126.6,3758.0,,
11610,58.0,126.6,3758.0,,
11611,58.0,126.6,3758.0,,
11612,58.0,126.6,3758.0,,
11613,,,,,
11614,,,,,
11615,,,,52695.66,
11616,,,,64590.76,
11617,,,,64590.76,
11618,,,,64590.76,
11619,,,,64590.76,
11620,,,,64590.76,
11621,,,,64590.76,
11622,,,,64590.76,
11623,,,,64590.76,
11624,,,,64590.76,
11625,,,,64590.76,
11626,,,,64590.76,
11627,,,,64590.76,
11628,,,,64590.76,
11629,,,,64590.76,
11630,,,,64590.76,
11631,,,,64590.76,
11632,,,,64590.76,
11633,,,,64590.76,
11634,,,,64590.76,
11635,,,,64590.76,
11636,,,,64590.76,
11637,,,,64590.76,
11638,,,,64590.76,
11639,,,,64590.76,
11640,,,,64590.76,
11641,,,,64590.76,
11642,,,,64590.76,
11643,,,,64590.76,
11644,,,,64590.76,
11645,,,,64590.76,
11646,,,,64590.76,
11647,,,,64590.76,
11648,,,,64590.76,
11649,,,,64590.76,
11650,,,,64590.76,
11651,,,,64590.76,
11652,,,,64590.76,
11653,,,,64590.76,
11654,,,,64590.76,
11655,,,,64590.76,
11656,,,,64590.76,
11657,,,,64590.76,
11658,,,,64590.76,
11659,,,,95153.9,
11660,,,,95153.9,
11661,,,,95153.9,
11662,,,,95153.9,
11663,,,,84205.94,
11664,,,,190969.22,
11665,,,,190969.22,
11666,,,,190969.22,
11667,,,,190969.22,
11668,,,,190969.22,
11669,,,,190969.22,
11670,,,,190969.22,
11671,,,,190969.22,
11672,,,,190969.22,
11673,,,,190969.22,
11674,,,,190969.22,
11675,,,,190969.22,
11676,,,,190969.22,
11677,,,,190969.22,
11678,,,,190969.22,
11679,,,,190969.22,
11680,,,,,
11681,,,,,
11682,,,,,
11683,,,,,
11684,,,,,
11685,,,,,
11686,,,,,
11687,,,,,
11688,,,,,
11689,,,,,
11690,,,,,
11691,,,,,
11692,,,,,
11693,,,,,
11694,,,,,
11695,,,,,
11696,,,,,
11697,,,,,
11698,,,,,
11699,,,,,
11700,,,,,
11701,,,,,
11702,,,,,
11703,,,,,
11704,,,,,
11705,,,,,
11706,,,,,
11707,,,,,
11708,,,,,
11709,,,,,
11710,,,,,
11711,,,,,
11712,,,,,
11713,,,,,
11714,,,,,
11715,,,,,
11716,,,,,
11717,,,,,
11718,,,,,
11719,,,,,
11720,,,,,
11721,,,,,
11722,,,,,
11723,,,,,
11724,,,,,
11725,,,,,
11726,,,,,
11727,,,,,
11728,,,,,
11729,,,,,
11730,,,,,
11731,,,,,
11732,,,,,
11733,,,,,
11734,,,,,
11735,,,,,
11736,,,,,
11737,,,,,
11738,,,,,
11739,,,,,
11740,,,,,
11741,,,,,
11742,,,,,
11743,,,,,
11744,,,,,
11745,,,,,
11746,,,,,
11747,,,,,
11748,,,,,
11749,,,,,
11750,,,,,
11751,,,,,
11752,,,,,
11753,,,,,
11754,,,,,
11755,,,,,
11756,,,,,
11757,,,,,
11758,,,,,
11759,,,,,
11760,,,,,
11761,,,,,
11762,,,,,
11763,,,,,
11764,,,,,
11765,,,,,
11766,,,,,
11767,,,,,
11768,,,,,
11769,,,,,
11770,,,,,
11771,,,,,
11772,,,,,
11773,,,,,
11774,,,,,
11775,,,,,
11776,,,,,
11777,,,,,
11778,,,,,
11779,,,,,
11780,,,,,
11781,,,,,
11782,,,,,
11783,,,,,
11784,,,,,
11785,,,,,
11786,,,,,
11787,,,,,
11788,,,,,
11789,,,,,
11790,,,,,
11791,,,,,
11792,,,,,
11793,,,,,
11794,,,,,
11795,,,,,
11796,,,,,
11797,,,,,
11798,,,,,
11799,,,,,
11800,,,,,
11801,,,,,
11802,,,,,
11803,,,,,
11804,,,,,
11805,,,,,
11806,,,,,
11807,,,,,
11808,,,,,
11809,,,,,
11810,,,,,
11811,,,,,
11812,,,,,
11813,,,,,
11814,,,,,
11815,,,,,
11816,,,,,
11817,,,,,
11818,,,,,
11819,,,,,
11820,,,,,
11821,,,,,
11822,,,,,
11823,,,,,
11824,,,,,
11825,,,,,
11826,,,,,
11827,,,,,
11828,,,,,
11829,,,,,
11830,,,,,
11831,,,,,
11832,,,,,
11833,,,,,
11834,,,,,
11835,,,,,
11836,,,,,
11837,,,,,
11838,,,,,
11839,,,,,
11840,,,,,
11841,,,,,
11842,,,,,
11843,,,,,
11844,,,,,
11845,,,,,
11846,,,,,
11847,,,,,
11848,,,,,
11849,,,,,
11850,,,,,
11851,,,,,
11852,,,,,
11853,,,,,
11854,,,,,
11855,,,,,
11856,,,,,
11857,,,,,
11858,,,,,
11859,,,,,
11860,,,,,
11861,,,,,
11862,,,,,
11863,,,,,
11864,,,,,
11865,,,,,
11866,,,,,
11867,,,,,
11868,,,,,
11869,,,,,
11870,,,,,
11871,,,,,
11872,,,,,
11873,,,,,
11874,,,,,
11875,,,,,
11876,,,,,
11877,,,,,
11878,,,,,
11879,,,,,
11880,,,,,
11881,,,,,
11882,,,,,
11883,,,,,
11884,,,,,
11885,,,,,
11886,,,,,
11887,,,,,
11888,,,,,
11889,,,,,
11890,,,,,
11891,,,,,
11892,,,,,
11893,,,,,
11894,,,,,
11895,,,,,
11896,,,,,
11897,,,,,
11898,,,,,
11899,,,,,
11900,,,,,
11901,,,,,
11902,,,,,
11903,,,,,
11904,,,,,
11905,,,,,
11906,,,,,
11907,,,,,
11908,,,,,
11909,,,,,
11910,,,,,
11911,,,,,
11912,,,,,
11913,,,,,
11914,,,,,
11915,,,,,
11916,,,,,
11917,,,,,
11918,,,,,
11919,,,,,
11920,,,,,
11921,,,,,
11922,,,,,
11923,,,,,
11924,,,,,
11925,,,,,
11926,,,,,
11927,,,,,
11928,,,,,
11929,,,,,
11930,,,,,
11931,,,,,
11932,,,,,
11933,,,,,
11934,,,,,
11935,,,,,
11936,,,,,
11937,,,,,
11938,,,,,
11939,,,,,
11940,,,,,
11941,,,,,
11942,,,,,
11943,,,,,
11944,,,,,
11945,,,,,
11946,,,,,
11947,,,,,
11948,,,,,
11949,,,,,
11950,,,,,
11951,,,,,
11952,,,,,
11953,,,,,
11954,,,,,
11955,,,,,
11956,,,,,
11957,,,,,
11958,,,,,
11959,,,,,
11960,,,,,
11961,,,,,
11962,,,,,
11963,,,,,
11964,,,,,
11965,,,,,
11966,,,,,
11967,,,,,
11968,,,,,
11969,,,,,
11970,,,,,
11971,,,,,
11972,,,,,
11973,,,,,
11974,,,,,
11975,,,,,
11976,,,,,
11977,,,,,
11978,,,,,
11979,,,,,
11980,,,,,
11981,,,,,
11982,,,,,
11983,,,,,
11984,,,,,
11985,,,,,
11986,,,,,
11987,,,,,
11988,,,,,
11989,,,,,
11990,,,,,
11991,,,,,
11992,,,,,
11993,,,,,
11994,,,,,
11995,,,,,
11996,,,,,
11997,,,,,
11998,,,,,
11999,,,,,
12000,,,,,
12001,,,,,
12002,,,,,
12003,,,,,
12004,,,,,
12005,,,,,
12006,,,,,
12007,,,,,
12008,,,,,
12009,,,,,
12010,,,,,
12011,,,,,
12012,,,,,
12013,,,,,
12014,,,,,
12015,,,,,
12016,,,,,
12017,,,,,
12018,,,,,
12019,,,,,
12020,,,,,
12021,,,,,
12022,,,,,
12023,,,,,
12024,,,,,
12025,,,,,
12026,,,,,
12027,,,,,
12028,,,,,
12029,,,,,
12030,,,,,
12031,,,,,
12032,,,,,
12033,,,,,
12034,,,,,
12035,,,,,
12036,,,,,
12037,,,,,
12038,,,,,
12039,,,,,
12040,,,,,
12041,,,,,
12042,,,,,
12043,,,,,
12044,,,,,
12045,,,,,
12046,,,,,
12047,,,,,
12048,,,,,
12049,,,,,
12050,,,,,
12051,,,,,
12052,,,,,
12053,,,,,
12054,,,,,
12055,,,,,
12056,,,,,
12057,,,,,
12058,,,,,
12059,,,,,
12060,,,,,
12061,,,,,
12062,,,,,
12063,,,,,
12064,,,,,
12065,,,,,
12066,,,,,
12067,,,,,
12068,,,,,
12069,,,,,
12070,,,,,
12071,,,,,
12072,,,,,
12073,,,,,
12074,,,,,
12075,,,,,
12076,,,,,
12077,,,,,
12078,,,,,
12079,,,,,
12080,,,,,
12081,,,,,
12082,,,,,
12083,,,,,
12084,,,,,
12085,,,,,
12086,,,,,
12087,,,,,
12088,,,,,
12089,,,,,
12090,,,,,
12091,,,,,
12092,,,,,
12093,,,,,
12094,,,,,
12095,,,,,
12096,,,,,
12097,,,,,
12098,,,,,
12099,,,,,
12100,,,,,
12101,,,,,
12102,,,,,
12103,,,,,
12104,,,,,
12105,,,,,
12106,,,,,
12107,,,,,
12108,,,,,
12109,,,,,
12110,,,,,
12111,,,,,
12112,,,1682.0,,
12113,,,1682.0,,
12114,,,1682.0,,
12115,,,1682.0,,
12116,,,1682.0,,
12117,,,1682.0,,
12118,,,1682.0,,
12119,,,1682.0,,
12120,,,1682.0,,
12121,,,1682.0,,
12122,,,1682.0,,
12123,,,1682.0,,
12124,,,1682.0,,
12125,43.0,112.2,3360.0,,
12126,43.0,112.2,3360.0,,
12127,43.0,112.2,3360.0,,
12128,43.0,112.2,3360.0,,
12129,43.0,112.2,3360.0,,
12130,43.0,112.2,3360.0,,
12131,43.0,112.2,3360.0,,
12132,43.0,112.2,3360.0,,
12133,43.0,112.2,3360.0,,
12134,43.0,112.2,3360.0,,
12135,43.0,112.2,3360.0,,
12136,43.0,112.2,3360.0,,
12137,43.0,112.2,3360.0,,
12138,43.0,112.2,3360.0,,
12139,43.0,112.2,3360.0,,
12140,43.0,112.2,3360.0,,
12141,43.0,112.2,3360.0,,
12142,43.0,112.2,3360.0,,
12143,43.0,112.2,3360.0,,
12144,43.0,112.2,3360.0,,
12145,43.0,112.2,3360.0,,
12146,43.0,112.2,3360.0,,
12147,43.0,112.2,3360.0,,
12148,43.0,112.2,3360.0,,
12149,43.0,112.2,3360.0,,
12150,43.0,112.2,3360.0,,
12151,43.0,112.2,3360.0,,
12152,43.0,112.2,3360.0,,
12153,43.0,112.2,3360.0,,
12154,43.0,112.2,3360.0,,
12155,43.0,112.2,3360.0,,
12156,43.0,112.2,3360.0,,
12157,43.0,112.2,3360.0,,
12158,43.0,112.2,3360.0,,
12159,43.0,112.2,3360.0,,
12160,43.0,112.2,3360.0,,
12161,43.0,112.2,3360.0,,
12162,43.0,112.2,3360.0,,
12163,43.0,112.2,3360.0,,
12164,43.0,112.2,3360.0,,
12165,43.0,112.2,3360.0,,
12166,43.0,112.2,3360.0,,
12167,43.0,112.2,3360.0,,
12168,43.0,112.2,3360.0,,
12169,43.0,112.2,3360.0,,
12170,43.0,112.2,3360.0,,
12171,43.0,112.2,3360.0,,
12172,43.0,112.2,3360.0,,
12173,43.0,112.2,3360.0,,
12174,43.0,112.2,3360.0,,
12175,43.0,112.2,3360.0,,
12176,43.0,112.2,3360.0,,
12177,43.0,112.2,3360.0,,
12178,43.0,112.2,3360.0,,
12179,43.0,112.2,3360.0,,
12180,43.0,112.2,3360.0,,
12181,43.0,112.2,3360.0,,
12182,43.0,112.2,3360.0,,
12183,43.0,112.2,3360.0,,
12184,43.0,112.2,3360.0,,
12185,43.0,112.2,3360.0,,
12186,43.0,112.2,3360.0,,
12187,43.0,112.2,3360.0,,
12188,43.0,112.2,3360.0,,
12189,43.0,112.2,3360.0,,
12190,43.0,112.2,3360.0,,
12191,43.0,112.2,3360.0,,
12192,43.0,112.2,3360.0,,
12193,43.0,112.2,3360.0,,
12194,43.0,112.2,3360.0,,
12195,43.0,112.2,3360.0,,
12196,43.0,112.2,3360.0,,
12197,43.0,112.2,3360.0,,
12198,43.0,112.2,3360.0,,
12199,43.0,112.2,3360.0,,
12200,43.0,112.2,3360.0,,
12201,43.0,112.2,3360.0,,
12202,43.0,112.2,3360.0,,
12203,43.0,112.2,3360.0,,
12204,43.0,112.2,3360.0,,
12205,43.0,112.2,3360.0,,
12206,43.0,112.2,3360.0,,
12207,43.0,112.2,3360.0,,
12208,43.0,112.2,3360.0,,
12209,43.0,112.2,3360.0,,
12210,43.0,112.2,3360.0,,
12211,43.0,112.2,3360.0,,
12212,43.0,112.2,3360.0,,
12213,43.0,112.2,3360.0,,
12214,43.0,112.2,3360.0,,
12215,43.0,112.2,3360.0,,
12216,43.0,112.2,3360.0,,
12217,43.0,112.2,3360.0,,
12218,43.0,112.2,3360.0,,
12219,43.0,112.2,3360.0,,
12220,43.0,112.2,3360.0,,
12221,43.0,112.2,3360.0,,
12222,43.0,112.2,3360.0,,
12223,43.0,112.2,3360.0,,
12224,43.0,112.2,3360.0,,
12225,43.0,112.2,3360.0,,
12226,43.0,112.2,3360.0,,
12227,43.0,112.2,3360.0,,
12228,43.0,112.2,3360.0,,
12229,43.0,112.2,3360.0,,
12230,43.0,112.2,3360.0,,
12231,43.0,112.2,3360.0,,
12232,43.0,112.2,3360.0,,
12233,43.0,112.2,3360.0,,
12234,43.0,112.2,3360.0,,
12235,43.0,112.2,3360.0,,
12236,43.0,112.2,3360.0,,
12237,43.0,112.2,3360.0,,
12238,43.0,112.2,3360.0,,
12239,43.0,112.2,3360.0,,
12240,43.0,112.2,3360.0,,
12241,43.0,112.2,3360.0,,
12242,43.0,112.2,3360.0,,
12243,43.0,112.2,3360.0,,
12244,43.0,112.2,3360.0,,
12245,43.0,112.2,3360.0,,
12246,43.0,112.2,3360.0,,
12247,43.0,112.2,3360.0,,
12248,43.0,112.2,3360.0,,
12249,43.0,112.2,3360.0,,
12250,43.0,112.2,3360.0,,
12251,43.0,112.2,3360.0,,
12252,43.0,112.2,3360.0,,
12253,43.0,112.2,3360.0,,
12254,43.0,112.2,3360.0,,
12255,43.0,112.2,3360.0,,
12256,43.0,112.2,3360.0,,
12257,43.0,112.2,3360.0,,
12258,43.0,112.2,3360.0,,
12259,43.0,112.2,3360.0,,
12260,43.0,112.2,3360.0,,
12261,43.0,112.2,3360.0,,
12262,43.0,112.2,3360.0,,
12263,43.0,112.2,3360.0,,
12264,43.0,112.2,3360.0,,
12265,43.0,112.2,3360.0,,
12266,43.0,112.2,3360.0,,
12267,43.0,112.2,3360.0,,
12268,43.0,112.2,3360.0,,
12269,43.0,112.2,3360.0,,
12270,43.0,112.2,3360.0,,
12271,43.0,112.2,3360.0,,
12272,43.0,112.2,3360.0,,
12273,43.0,112.2,3360.0,,
12274,43.0,112.2,3360.0,,
12275,43.0,112.2,3360.0,,
12276,43.0,112.2,3360.0,,
12277,43.0,112.2,3360.0,,
12278,43.0,112.2,3360.0,,
12279,43.0,112.2,3360.0,,
12280,43.0,112.2,3360.0,,
12281,43.0,112.2,3360.0,,
12282,43.0,112.2,3360.0,,
12283,43.0,112.2,3360.0,,
12284,43.0,112.2,3360.0,,
12285,43.0,112.2,3360.0,,
12286,43.0,112.2,3360.0,,
12287,,,,,
12288,,,,,
12289,,,,,
12290,,,,,
12291,,,,,
12292,,,,,
12293,,,,,
12294,,,,,
12295,,,,,
12296,,,,,
12297,,,,,
12298,,,,,
12299,,,,,
12300,,,,,
12301,,,,,
12302,,,,,
12303,,,,,
12304,,,,,
12305,,,,,
12306,,,,,
12307,70.0,70.0,2100.0,,
12308,70.0,70.0,2100.0,,
12309,70.0,70.0,2100.0,,
12310,70.0,70.0,2100.0,,
12311,70.0,70.0,2100.0,,
12312,70.0,70.0,2100.0,,
12313,70.0,70.0,2100.0,,
12314,70.0,70.0,2100.0,,
12315,,,,,
12316,,,,,
12317,,,,,
12318,,,,,
12319,,,,,
12320,,,,,
12321,,,,,
12322,,,,,
12323,,,,,
12324,,,,,
12325,,,,,
12326,,,,,
12327,,,,,
12328,,,,,
12329,,,,,
12330,,,,,
12331,,,,,
12332,,,,,
12333,,,,,
12334,,,,,
12335,64.0,64.0,1890.0,,
12336,,,,,
12337,409.0,409.0,2962.0,,
12338,409.0,409.0,2962.0,,
12339,409.0,409.0,2962.0,,
12340,409.0,409.0,2962.0,,
12341,409.0,409.0,2962.0,,
12342,409.0,409.0,2962.0,,
12343,409.0,409.0,2962.0,,
12344,409.0,409.0,2962.0,,
12345,409.0,409.0,2962.0,,
12346,409.0,409.0,2962.0,,
12347,409.0,409.0,2962.0,,
12348,409.0,409.0,2962.0,,
12349,409.0,409.0,2962.0,,
12350,409.0,409.0,2962.0,,
12351,409.0,409.0,2962.0,,
12352,409.0,409.0,2962.0,,
12353,409.0,409.0,2962.0,,
12354,409.0,409.0,2962.0,,
12355,409.0,409.0,2962.0,,
12356,409.0,409.0,2962.0,,
12357,409.0,409.0,2962.0,,
12358,409.0,409.0,2962.0,,
12359,409.0,409.0,2962.0,,
12360,409.0,409.0,2962.0,,
12361,409.0,409.0,2962.0,,
12362,409.0,409.0,2962.0,,
12363,409.0,409.0,2962.0,,
12364,409.0,409.0,2962.0,,
12365,409.0,409.0,2962.0,,
12366,409.0,409.0,2962.0,,
12367,409.0,409.0,2962.0,,
12368,409.0,409.0,2962.0,,
12369,52.0,,,,
12370,52.0,,,,
12371,52.0,,,,
12372,52.0,,,,
12373,52.0,,,,
12374,52.0,,,,
12375,52.0,,,,
12376,52.0,,,,
12377,52.0,,,,
12378,52.0,,,,
12379,52.0,,,,
12380,52.0,,,,
12381,52.0,,,,
12382,52.0,,,,
12383,52.0,,,,
12384,52.0,,,,
12385,52.0,,,,
12386,52.0,,,,
12387,52.0,,,,
12388,52.0,,,,
12389,52.0,,,,
12390,52.0,,,,
12391,52.0,,,,
12392,52.0,,,,
12393,52.0,,,,
12394,52.0,,,,
12395,52.0,,,,
12396,52.0,,,,
12397,52.0,,,,
12398,52.0,,,,
12399,52.0,,,,
12400,52.0,,,,
12401,114.0,122.0,3660.0,28513.38,
12402,,,,,
12403,,,,,
12404,,,,,
12405,,,,,
12406,,,,,
12407,,,,,
12408,,,,,
12409,,,,,
12410,,,,,
12411,,,,,
12412,,,,,
12413,,,,,
12414,,,,,
12415,,,,,
12416,,,,,
12417,,,,,
12418,,,,,
12419,,,,,
12420,,,,,
12421,,,,,
12422,,,,,
12423,,,,,
12424,,,,,
12425,,,,,
12426,,,,,
12427,,,,,
12428,,,,,
12429,,,,,
12430,,,,,
12431,,,,,
12432,,,,,
12433,,,,,
12434,,,,,
12435,,,,,
12436,,,,,
12437,,,,,
12438,,,,,
12439,,,,,
12440,,,,,
12441,,,,,
12442,,,,,
12443,,,,,
12444,,,,,
12445,,,,,
12446,,,,,
12447,,,,,
12448,,,,,
12449,,,,,
12450,,,,,
12451,,,,,
12452,,,,,
12453,,,,,
12454,,,,,
12455,,,,,
12456,,,,,
12457,,,,,
12458,,,,,
12459,,,,,
12460,,,,,
12461,,,,,
12462,,,,,
12463,,,,,
12464,,,,,
12465,,,,,
12466,,,,,
12467,,,,,
12468,,,,,
12469,,,,,
12470,,,,,
12471,,,,,
12472,,,,,
12473,,,,,
12474,,,,,
12475,,,,,
12476,,,,,
12477,,,,,
12478,,,,,
12479,,,,,
12480,,,,,
12481,,,,,
12482,,,,,
12483,,,,,
12484,,,,,
12485,,,,,
12486,,,,,
12487,,,,,
12488,106.0,106.0,3180.0,,
12489,,,,,
12490,61.0,61.0,1830.0,,
12491,61.0,61.0,1830.0,,
12492,61.0,61.0,1830.0,,
12493,61.0,61.0,1830.0,,
12494,61.0,61.0,1830.0,,
12495,61.0,61.0,1830.0,,
12496,61.0,61.0,1830.0,,
12497,61.0,61.0,1830.0,,
12498,61.0,61.0,1830.0,,
12499,61.0,61.0,1830.0,,
12500,61.0,61.0,1830.0,,
12501,61.0,61.0,1830.0,,
12502,61.0,61.0,1830.0,,
12503,61.0,61.0,1830.0,,
12504,61.0,61.0,1830.0,,
12505,61.0,61.0,1830.0,,
12506,61.0,61.0,1830.0,,
12507,61.0,61.0,1830.0,,
12508,61.0,61.0,1830.0,,
12509,61.0,61.0,1830.0,,
12510,61.0,61.0,1830.0,,
12511,61.0,61.0,1830.0,,
12512,61.0,61.0,1830.0,,
12513,61.0,61.0,1830.0,,
12514,61.0,61.0,1830.0,,
12515,61.0,61.0,1830.0,,
12516,61.0,61.0,1830.0,,
12517,61.0,61.0,1830.0,,
12518,61.0,61.0,1830.0,,
12519,61.0,61.0,1830.0,,
12520,61.0,61.0,1830.0,,
12521,61.0,61.0,1830.0,,
12522,,94.0,2820.0,,
12523,,94.0,2820.0,,
12524,,94.0,2820.0,,
12525,,94.0,2820.0,,
12526,,94.0,2820.0,,
12527,,94.0,2820.0,,
12528,,94.0,2820.0,,
12529,,94.0,2820.0,,
12530,,94.0,2820.0,,
12531,,94.0,2820.0,,
12532,,94.0,2820.0,,
12533,,94.0,2820.0,,
12534,,94.0,2820.0,,
12535,,94.0,2820.0,,
12536,,94.0,2820.0,,
12537,,94.0,2820.0,,
12538,,94.0,2820.0,,
12539,,94.0,2820.0,,
12540,,94.0,2820.0,,
12541,,94.0,2820.0,,
12542,,94.0,2820.0,,
12543,,94.0,2820.0,,
12544,,94.0,2820.0,,
12545,,94.0,2820.0,,
12546,,94.0,2820.0,,
12547,,94.0,2820.0,,
12548,41.0,,,,
12549,41.0,,,,
12550,41.0,,,,
12551,41.0,,,,
12552,41.0,,,,
12553,41.0,,,,
12554,41.0,,,,
12555,41.0,,,,
12556,41.0,,,,
12557,41.0,,,,
12558,41.0,,,,
12559,41.0,,,,
12560,41.0,,,,
12561,41.0,,,,
12562,41.0,,,,
12563,41.0,,,,
12564,41.0,,,,
12565,41.0,,,,
12566,41.0,,,,
12567,41.0,,,,
12568,41.0,,,,
12569,41.0,,,,
12570,41.0,,,,
12571,41.0,,,,
12572,41.0,,,,
12573,41.0,,,,
12574,41.0,,,,
12575,41.0,,,,
12576,41.0,,,,
12577,41.0,,,,
12578,41.0,,,,
12579,41.0,,,,
12580,41.0,,,,
12581,41.0,,,,
12582,41.0,,,,
12583,41.0,,,,
12584,41.0,,,,
12585,41.0,,,,
12586,41.0,,,,
12587,41.0,,,,
12588,41.0,,,,
12589,41.0,,,,
12590,41.0,,,,
